DESCRIPTION:WA
01.07.2015
Medicare Item
Number	AMA Item
Number	1 July 2015 Medicare Schedule Fee	Medical Gap Scheme
Benefit
(Including
Medicare Benefit)	Medical Gap Scheme %
23790		1643.40	2775.35	
23800		1663.20	2808.80	
23810		1683.00	2842.25	
23820		1702.80	2875.70	
23830		1722.60	2909.15	
23840		1742.40	2942.55	
23850		1762.20	2976.00	
23860		1782.00	3009.45	
23870		1801.80	3042.90	
23880		1821.60	3076.30	
23890		1841.40	3109.75	
23900		1861.20	3143.20	
23910		1881.00	3176.65	
23920		1900.80	3210.05	
23930		1920.60	3243.50	
23940		1940.40	3276.95	
23950		1960.20	3310.40	
23960		1980.00	3343.80	
23970		1999.80	3377.25	
23980		2019.60	3410.70	
23990		2039.40	3444.15	
24100		2059.20	3477.60	
30023	EA075	326.05	464.90	
30024		326.05	464.90	
30026	EA085	52.20	74.40	
30029	EA095	90.00	128.35	
30032	EA105	82.50	117.65	
30035	EA115	117.55	167.60	
30038	EA125	90.00	128.35	
30041		144.00	205.35	
30042	EA135	185.60	264.65	
30045	EA145	117.55	167.60	
30048		149.75	213.55	
30049	EA155	185.60	264.65	
30052	EA165	254.00	362.20	
30055	EA175	73.90	105.40	
30058	EA185	144.35	205.85	
30061	EA195	23.50	33.50	
30062		60.75	86.60	
30064	EA205	109.90	156.70	
30067		223.60	318.80	
30068	EA215	276.80	394.70	
30071	EA225	52.20	74.40	
30074		117.55	167.60	
30075	EA235	149.75	213.55	
30078	EA245	48.45	69.10	
30081	EA255	109.90	156.70	
30084	EA265	58.80	83.85	
30087	EA275	29.45	41.95	
30090	EA285	128.55	183.30	
30093	EA295	171.55	244.60	
30094	EA305	189.40	270.05	
30096	EA315	183.90	262.25	
30097		97.15	139.50	
30099	EA325	90.00	128.35	
30102		149.75	213.55	
30103	EA335	183.90	262.25	
30104	EA345	126.90	180.95	
30106		155.40	221.55	
30107	EA355	219.95	313.65	
30110		284.35	405.45	
30111	EA365	371.50	529.75	
30114	EA375	371.50	529.75	
30165	EA525	454.85	648.55	
30168	EA535	454.85	648.55	
30171	EA545	691.75	986.35	
30174	EA555	691.75	986.35	
30177	EA565	985.70	1405.50	
30180	EA575	136.50	194.65	
30183	EA585	246.50	351.50	
30185		182.50	260.20	
30186	EA595	47.45	67.70	
30187	EA605	256.95	366.35	
30189	EA615	147.30	210.00	
30190	EA625	397.75	567.15	
30192	EA635	39.55	56.40	
30314	EC570	457.40	652.20	
30315	EC580	1139.90	1625.35	
30317	EC590	1364.90	1946.20	
30318	EC600	907.60	1294.15	
30320	EC610	1364.90	1946.20	
30321	EC620	907.60	1294.15	
30323	EC630	1364.90	1946.20	
30324	EC640	1364.90	1946.20	
30329	ED220	246.95	352.10	
30330	ED230	718.75	1024.90	
30332	ED240	346.75	494.45	
30335		866.85	1272.55	
30336		1040.25	1527.20	
30373	EJ005	483.25	689.05	
30375	EJ015	521.25	743.25	
30376	EJ025	521.25	743.25	
30378	EJ035	523.70	746.75	
30379	EJ045	928.15	1323.40	
30382	EJ055	1306.90	1863.50	
30384	EJ065	1099.40	1567.60	
30385	EJ075	563.30	803.20	
30387	EJ085	635.00	905.45	
30388	EJ095	1597.55	2277.90	
30390	EJ105	219.95	313.65	
30391	EJ115	284.35	405.45	
30392	EJ116	674.50	961.75	
30393	EJ120	523.70	746.75	
30394	EJ125	492.85	702.75	
30396	EJ135	1016.55	1449.50	
30397	EJ145	232.35	331.30	
30399	EJ155	319.60	455.75	
30400	EJ165	632.50	901.85	
30402	EJ175	464.60	662.50	
30403	EJ185	521.25	743.25	
30405	EJ195	914.95	1304.65	
30406	EJ205	52.20	74.40	
30408	EJ215	392.10	559.10	
30409	EJ225	174.45	248.75	
30411	EJ235	88.80	126.60	
30412	EJ245	52.35	74.65	
30414	EJ255	689.80	983.55	
30415	EJ265	1379.50	1967.00	
30416	EJ266	748.95	1067.90	
30417	EJ267	1123.40	1601.85	
30418	EJ275	1597.55	2277.90	
30419	EJ280	817.10	1165.10	
30421	EJ285	1996.55	2846.85	
30422	EJ295	675.35	962.95	
30425	EJ305	1306.90	1863.50	
30427	EJ315	1560.95	2225.75	
30428	EJ325	1670.00	2381.20	
30430	EJ335	2323.30	3312.75	
30431	EJ345	521.25	743.25	
30433	EJ355	726.05	1035.25	
30508	EJ855	1016.55	1449.50	
30509	EJ865	1016.55	1449.50	
30515	EJ905	704.35	1004.35	
30517	EJ915	922.20	1314.90	
30518	EJ925	987.50	1408.05	
30520	EJ935	675.35	962.95	
30521	EJ945	1444.90	2060.25	
30523	EJ955	1510.10	2153.25	
30524	EJ965	1662.65	2370.75	
30526	EJ975	2156.35	3074.70	
30527	EJ985	871.30	1242.35	
30529	EJ995	1306.90	1863.50	
30530	EK005	784.20	1118.15	
30532	EK015	900.45	1283.95	
30533	EK025	1071.00	1527.10	
30535	EK035	1696.65	2419.25	
30536	EK045	1720.90	2453.80	
30538	EK055	1190.80	1697.95	
30539	EK065	871.30	1242.35	
30541	EK075	1517.50	2163.75	
30542	EK085	1031.10	1470.20	
30544	EK095	755.20	1076.85	
30545	EK105	1837.10	2619.50	
30547	EK115	1263.35	1801.40	
30548	EK125	943.80	1345.75	
30550	EK135	2062.20	2940.45	
30551	EK145	1423.15	2029.20	
30553	EK155	1052.65	1500.95	
30554	EK165	2294.45	3271.60	
30556	EK175	1582.80	2256.90	
30557	EK185	1169.00	1666.85	
30559	EK195	849.55	1211.35	
30560	EK205	943.80	1345.75	
30562	EK215	595.00	848.40	
30563	EK225	595.00	848.40	
30564	EK235	772.30	1101.20	
30565	EK245	871.30	1242.35	
30566	EK255	967.85	1380.05	
30568	EK265	726.05	1035.25	
30569	EK275	370.20	527.90	
30571	EK285	445.40	635.05	
30572	EK295	445.40	635.05	
30574	EK305	123.25	175.70	
30575	EK315	512.70	731.05	
30577	EK325	1089.15	1553.00	
30578	EK335	1147.20	1635.75	
30580	EK345	1045.40	1490.60	
30581	EK355	762.35	1087.05	
30583	EK365	1194.25	1702.85	
30584	EK375	1762.75	2513.45	
30586	EK385	701.30	999.95	
30587	EK395	726.05	1035.25	
30589	EK405	1251.10	1783.90	
30590	EK415	1379.50	1967.00	
31220	EN025	214.55	305.90	
31225	EN030	381.30	543.70	
31230	EN035	168.05	239.65	
31235	EN040	143.55	204.70	
31240	EN045	168.05	239.65	
