DESCRIPTION: LINE 2 IS THE HEADER; LINE 3 IS START_DATE; THE FOLLOWING LINES: FEES LIST; THE COLUMNS ARE SEPARATED BY TAB
MBS	MBS Fee (Jan 2015)	AHSA $ Benefit	AHSA % Benefit
50378	$873.45	$1,205.20	
50381	$651.60	$899.30	
50384	$1,143.80	$1,578.20	
50387	$651.60	$899.30	
50390	$228.70	$315.70	
50393	$845.60	$1,112.40	
50394	$2,777.30	$3,653.10	
50396	$464.55	$611.10	
50399	$922.05	$1,212.80	
50402	$422.95	$639.70	
50405	$575.40	$870.40	
50408	$998.25	$1,509.60	
50411	$1,310.15	$1,981.60	
50414	$1,767.60	$2,673.40	
50417	$1,310.15	$1,981.60	
50420	$1,081.35	$1,635.60	
50423	$998.25	$1,509.60	
50426	$464.55	$611.10	
50450	$1,226.90	$1,785.40	
50451	$1,226.90	$1,785.40	
50455	$1,389.40	$2,021.90	
50456	$1,389.40	$2,021.90	
50460	$2,074.45	$3,018.80	
50461	$2,074.45	$3,018.80	
50465	$2,921.80	$4,252.00	
50466	$2,921.80	$4,252.00	
50470	$3,705.55	$5,392.50	
50471	$3,705.55	$5,392.50	
50475	$4,275.85	$6,222.50	
50476	$4,275.85	$6,222.50	
50500	$276.65	$402.60	
50504	$369.05	$537.10	
50508	$395.25	$575.20	
50512	$527.30	$767.40	
50516	$355.85	$517.90	
50520	$474.40	$690.50	
50524	$408.50	$594.50	
50528	$659.00	$959.00	
50532	$573.40	$834.30	
50536	$764.40	$1,112.50	
50540	$527.30	$767.40	
50544	$263.60	$383.70	
50548	$527.30	$767.40	
50552	$454.75	$661.80	
50556	$606.20	$882.30	
50560	$474.40	$690.50	
50564	$632.65	$920.70	
50568	$553.60	$805.80	
50572	$738.10	$1,074.30	
50576	$606.20	$882.30	
50580	$632.65	$920.70	
50584	$606.20	$882.30	
50588	$790.70	$1,150.80	
50600	$434.70	$632.60	
50604	$1,845.05	$2,685.00	
50608	$3,426.95	$4,987.00	
50612	$4,874.50	$7,093.80	
50616	$619.35	$901.40	
50620	$3,426.95	$4,987.00	
50624	$3,426.95	$4,987.00	
50628	$4,233.20	$6,160.60	
50632	$3,558.65	$5,178.70	
50636	$3,954.10	$5,754.30	
50640	$2,185.80	$3,180.80	
50644	$2,108.95	$3,069.10	
50650	$414.75	$603.70	
50654	$496.65	$722.80	
50658	$197.75	$287.70	
50950	$817.10	$1,127.60	
50952	$817.10	$1,127.60	
51300	$86.30	$126.00	
51303			145.20 
51306	$124.65	$182.10	
51309			145.20 
51312			145.20 
51315	$272.40	$397.80	
51318	$179.75	$262.60	
51700	$85.55	$101.90	
51703	$43.00	$51.20	
51800	$86.30	$96.00	
51803			111.10 
51900	$326.05	$330.50	
51902	$73.90	$75.20	
51904	$454.85	$460.80	
51906	$691.75	$701.00	
52000	$82.50	$118.80	
52003	$117.55	$169.20	
52006	$117.55	$169.20	
52009	$185.60	$267.50	
52010	$254.00	$257.40	
52012	$23.50	$33.60	
52015	$109.90	$158.50	
52018	$276.80	$381.10	
52021	$29.45	$40.80	
52024	$52.20	$71.70	
52025	$183.90	$231.60	
52027	$149.75	$206.20	
52030	$90.00	$123.70	
52033	$183.90	$253.00	
52034	$43.00	$59.30	
52035	$476.10	$598.90	
52036	$126.90	$159.90	
52039	$326.05	$410.30	
52042	$172.50	$248.70	
52045	$246.50	$310.30	
52048	$371.50	$467.60	
52051	$502.25	$632.00	
52054	$587.60	$739.30	
52055	$27.35	$32.40	
52056	$27.35	$28.20	
52057	$162.95	$224.20	
52058	$237.60	$299.00	
52059	$267.65	$336.60	
52060	$189.40	$260.70	
52061	$223.60	$281.20	
52062	$295.70	$372.10	
52063	$356.35	$513.60	
52064	$169.50	$213.50	
52066	$445.40	$641.60	
52069	$198.50	$285.90	
52072	$58.80	$84.50	
52073	$149.75	$188.70	
52075	$149.75	$215.60	
52078	$295.70	$372.10	
52081	$46.50	$55.00	
52084	$119.50	$164.40	
52087	$204.70	$281.90	
52090	$356.35	$513.60	
52092	$464.50	$669.10	
52094	$587.55	$739.40	
52095	$380.80	$479.00	
52096	$112.85	$162.60	
52097	$160.05	$201.30	
52098	$188.20	$236.90	
52099	$141.25	$203.40	
52102	$141.25	$167.30	
52105	$263.60	$379.80	
52106	$108.90	$157.00	
52108	$326.05	$449.00	
52111	$326.05	$449.00	
52114	$587.60	$808.90	
52117	$699.45	$962.90	
52120	$827.30	$1,138.00	
52122	$827.30	$1,138.90	
52123	$936.55	$1,289.40	
52126	$900.45	$1,239.60	
52129	$1,205.40	$1,659.50	
52130	$442.45	$556.80	
52131	$611.90	$769.90	
52132	$248.95	$338.80	
52133	$91.05	$114.50	
52135	$144.35	$198.60	
52138	$448.55	$616.60	
52141	$443.70	$610.80	
52144	$413.55	$569.40	
52147	$390.25	$537.10	
52148	$689.80	$949.90	
52158	$1,110.65	$1,397.90	
52180	$188.20	$236.90	
52182	$414.25	$521.40	
52184	$611.90	$769.90	
52186	$753.25	$947.80	
52300	$284.35	$409.60	
52303	$406.05	$584.70	
52306	$602.45	$867.80	
52309	$204.70	$294.90	
52312	$284.35	$409.60	
52315	$473.75	$682.40	
52318	$141.25	$194.60	
52319	$235.50	$399.20	
52321	$473.75	$803.80	
52324	$473.75	$803.80	
52327	$235.05	$398.80	
52330	$781.95	$1,326.60	
52333	$781.95	$1,326.60	
52336	$488.75	$829.20	
52337	$1,069.10	$1,540.40	
52339	$556.60	$801.90	
52342	$966.80	$1,216.70	
52345	$1,090.35	$1,372.00	
52348	$1,232.05	$1,550.30	
52351	$1,383.65	$2,348.10	
52354	$1,402.70	$2,379.90	
52357	$1,579.20	$2,679.20	
52360	$1,611.05	$2,733.50	
52363	$1,812.40	$3,074.90	
52366	$1,772.30	$3,007.10	
52369	$1,992.70	$3,381.00	
52372	$1,933.55	$3,280.70	
52375	$2,165.75	$3,674.50	
52378	$748.65	$1,270.30	
52379	$1,279.45	$1,842.80	
52380	$2,178.60	$3,138.70	
52382	$2,611.60	$3,762.50	
52420	$241.15	$347.30	
52424	$473.65	$596.10	
52430	$1,090.35	$1,372.00	
52440	$541.35	$681.20	
52442	$676.80	$851.70	
52444	$751.85	$946.40	
52446	$887.50	$1,116.70	
52450	$300.75	$378.20	
52452	$488.75	$614.90	
52456	$827.30	$1,041.30	
52458	$300.75	$378.20	
52460	$781.95	$983.80	
52480	$502.25	$632.00	
52482	$483.25	$608.20	
52484	$575.30	$723.90	
52600	$338.35	$425.50	
52603	$323.40	$406.70	
52606	$246.70	$310.40	
52609	$323.40	$406.70	
52612	$406.05	$584.70	
52615	$503.85	$725.90	
52618	$586.50	$807.50	
52621	$586.50	$807.50	
52624	$473.65	$682.30	
52626	$290.50	$418.50	
52627	$503.85	$725.90	
52630	$186.50	$268.40	
52633	$503.85	$725.90	
52636	$186.50	$268.40	
52800	$276.80	$398.80	
52803	$398.55	$574.20	
52806	$276.80	$398.80	
52809	$473.75	$682.40	
52812	$676.80	$975.00	
52815	$714.35	$1,028.90	
52818	$473.75	$682.40	
52821	$1,030.20	$1,484.20	
52824	$443.70	$639.20	
52826	$237.60	$299.00	
52828	$353.35	$444.70	
52830	$466.10	$586.50	
52832	$639.20	$804.40	
53000	$32.55	$47.00	
53003	$91.90	$132.50	
53004	$35.60	$36.50	
53006	$521.25	$717.40	
53009	$295.70	$407.10	
53012	$117.55	$162.00	
53015	$587.60	$846.70	
53016	$483.25	$696.30	
53017	$602.85	$758.80	
53019	$580.90	$985.50	
53052	$122.85	$154.80	
53054	$122.85	$154.80	
53056	$71.95	$90.80	
53058	$122.85	$154.80	
53060	$100.50	$126.40	
53062	$90.00	$113.20	
53064	$162.95	$205.20	
53068	$136.50	$171.00	
53070	$178.05	$224.20	
53200	$70.65	$88.80	
53203	$118.70	$201.30	
53206	$142.95	$242.40	
53209	$1,649.10	$2,797.80	
53212	$890.85	$1,511.70	
53215	$408.70	$693.60	
53218	$653.80	$941.90	
53220	$329.60	$414.80	
53221	$872.30	$1,256.80	
53224	$967.00	$1,393.00	
53225	$290.50	$365.70	
53226	$312.30	$392.70	
53227	$1,188.20	$1,495.20	
53230	$1,338.45	$1,684.10	
53233	$1,504.05	$2,166.50	
53236	$470.70	$592.30	
53239	$470.70	$592.30	
53242	$312.30	$392.70	
53400	$129.20	$186.00	
53403	$157.85	$227.70	
53406	$406.65	$585.90	
53409	$406.65	$585.90	
53410	$85.65	$123.60	
53411	$238.80	$343.90	
53412	$392.10	$564.90	
53413	$480.35	$691.70	
53414	$551.85	$795.10	
53415	$435.65	$627.80	
53416	$435.65	$627.80	
53418	$566.35	$815.70	
53419	$566.35	$815.70	
53422	$718.75	$1,035.50	
53423	$718.75	$1,035.50	
53424	$616.65	$888.30	
53425	$616.65	$888.30	
53427	$842.25	$1,213.40	
53429	$842.25	$1,159.50	
53439	$238.80	$328.60	
53453	$483.25	$665.20	
53455	$567.65	$781.80	
53458	$43.05	$59.10	
53459	$235.50	$296.50	
53460	$480.35	$694.30	
53600	$38.95	$48.80	
53700	$124.85	$156.90	
53702	$62.50	$78.40	
53704	$37.65	$47.60	
53706	$124.85	$156.90	
55005	$54.55		100.00 
55007	$18.95		100.00 
55008	$54.55		100.00 
55010	$18.95		100.00 
55011	$54.55		100.00 
55013	$18.95		100.00 
55014	$55.65		100.00 
55016	$18.95		100.00 
55017	$54.55		100.00 
55019	$18.95		100.00 
55023	$54.75		100.00 
55025	$18.95		100.00 
55026	$54.55		100.00 
55028	$109.10		100.00 
55029	$37.85		100.00 
55030	$109.10		100.00 
55031	$37.85		100.00 
55032	$109.10		100.00 
55033	$37.85		100.00 
55036	$111.30		100.00 
55037	$37.85		100.00 
55038	$109.10		100.00 
55039	$37.85		100.00 
55048	$109.50		100.00 
55049	$37.85		100.00 
55054	$109.10		100.00 
55059	$49.15		100.00 
55060	$17.05		100.00 
55061	$54.55		100.00 
55062	$18.95		100.00 
55063	$49.15		100.00 
55064	$17.05		100.00 
55065	$98.25		100.00 
55067	$50.25		100.00 
55068	$35.00		100.00 
55069	$17.85		100.00 
55070	$98.25		100.00 
55073	$34.05		100.00 
55076	$109.10		100.00 
55079	$37.85		100.00 
55084	$98.25		100.00 
55085	$34.05		100.00 
55113	$230.65		117.90 
55114	$230.65		117.90 
55115	$230.65		117.90 
55116	$261.65		112.60 
55117	$261.65		112.60 
55118	$275.50		118.00 
55119	$115.35		117.10 
55120	$115.35		117.10 
55121	$115.35		117.10 
55122	$130.85		117.10 
55123	$130.85		117.10 
55125	$137.75		117.10 
55130	$170.00		117.90 
55131	$85.00		117.10 
55135	$353.60		117.20 
55136	$176.80		117.10 
55220	$84.75		100.00 
55221	$84.75		100.00 
55222	$84.75		100.00 
55223	$84.75		100.00 
55224	$84.75		100.00 
55226	$84.75		100.00 
55227	$84.75		100.00 
55228	$84.75		100.00 
55229	$84.75		100.00 
55230	$84.75		115.30 
55232	$84.75		115.30 
55233	$84.75		115.30 
55235	$84.75		115.30 
55236	$55.55		115.30 
55238	$169.50		117.20 
55244	$169.50		117.20 
55246	$169.50		117.20 
55248	$169.50		117.20 
55252	$169.50		117.20 
55274	$169.50		117.20 
55276	$169.50		117.20 
55278	$169.50		117.20 
55280	$169.50		117.20 
55282	$169.50		117.20 
55284	$169.50		117.20 
55292	$169.50		108.10 
55294	$169.50		108.10 
55296	$111.05		108.00 
55600	$109.10		100.00 
55601	$54.55		100.00 
55603	$109.10		100.00 
55604	$54.55		100.00 
55700	$60.00		122.90 
55701	$30.00		118.30 
55702	$17.50		118.40 
55703	$35.00		122.30 
55704	$70.00		122.70 
55705	$35.00		118.00 
55706	$100.00		117.90 
55707	$70.00		118.60 
55708	$35.00		118.30 
55709	$38.00		117.70 
55710	$35.00		118.40 
55711	$17.50		118.40 
55712	$115.00		118.00 
55713	$50.00		118.30 
55714	$35.00		118.40 
55715	$40.00		118.00 
55716	$17.50		118.40 
55717	$19.00		118.10 
55718	$100.00		117.90 
55719	$57.50		118.30 
55720	$20.00		118.30 
55721	$115.00		118.00 
55722	$50.00		118.30 
55723	$38.00		117.70 
55724	$57.50		118.30 
55725	$40.00		118.00 
55726	$19.00		118.10 
55727	$20.00		118.30 
55729	$27.25		117.90 
55730	$13.65		118.50 
55735	$63.50		118.50 
55736	$127.00		118.00 
55737	$28.50		118.50 
55739	$57.00		117.90 
55759	$150.00		117.90 
55760	$75.00		118.40 
55762	$60.00		117.70 
55763	$30.00		118.30 
55764	$160.00		117.90 
55765	$80.00		118.40 
55766	$65.00		118.00 
55767	$32.50		118.50 
55768	$150.00		117.90 
55769	$75.00		118.40 
55770	$60.00		117.70 
55771	$30.00		118.30 
55772	$160.00		117.90 
55773	$80.00		118.40 
55774	$65.00		118.00 
55775	$32.50		118.50 
55800	$109.10		100.00 
55801	$54.55		100.00 
55802	$37.85		100.00 
55803	$18.95		100.00 
55804	$109.10		100.00 
55805	$54.55		100.00 
55806	$37.85		100.00 
55807	$18.95		100.00 
55808	$109.10		100.00 
55809	$54.55		100.00 
55810	$37.85		100.00 
55811	$18.95		100.00 
55812	$109.10		100.00 
55813	$54.55		100.00 
55814	$37.85		100.00 
55815	$18.95		100.00 
55816	$109.10		100.00 
55817	$54.55		100.00 
55818	$37.85		100.00 
55819	$18.95		100.00 
55820	$109.10		100.00 
55821	$54.55		100.00 
55822	$37.85		100.00 
55823	$18.95		100.00 
55824	$109.10		100.00 
55825	$54.55		100.00 
55826	$37.85		100.00 
55827	$18.95		100.00 
55828	$109.10		100.00 
55829	$54.55		100.00 
55830	$37.85		100.00 
55831	$18.95		100.00 
55832	$109.10		100.00 
55833	$54.55		100.00 
55834	$37.85		100.00 
55835	$18.95		100.00 
55836	$109.10		100.00 
55837	$54.55		100.00 
55838	$37.85		100.00 
55839	$18.95		100.00 
55840	$109.10		100.00 
55841	$54.55		100.00 
55842	$37.85		100.00 
55843	$18.95		100.00 
55844	$87.35		100.00 
55845	$43.70		100.00 
55846	$37.85		100.00 
55847	$18.95		100.00 
55848	$109.10		100.00 
55849	$54.55		100.00 
55850	$152.85		100.00 
55851	$76.45		100.00 
55852	$109.10		100.00 
55853	$54.55		100.00 
55854	$37.85		100.00 
55855	$18.95		100.00 
56001	$195.05		100.00 
56007	$250.00		100.00 
56010	$252.10		100.00 
56013	$250.00		100.00 
56016	$290.00		100.00 
56022	$225.00		100.00 
56028	$336.80		100.00 
56030	$225.00		100.00 
56036	$336.80		100.00 
56041	$98.75		100.00 
56047	$126.10		100.00 
56050	$128.20		100.00 
56053	$128.20		100.00 
56056	$155.45		100.00 
56062	$113.15		100.00 
56068	$168.40		100.00 
56070	$113.15		100.00 
56076	$168.40		100.00 
56101	$230.00		100.00 
56107	$340.00		100.00 
56141	$116.45		100.00 
56147	$171.60		100.00 
56219	$326.20		100.00 
56220	$240.00		100.00 
56221	$240.00		100.00 
56223	$240.00		100.00 
56224	$351.40		100.00 
56225	$351.40		100.00 
56226	$351.40		100.00 
56227	$122.50		100.00 
56228	$122.50		100.00 
56229	$122.50		100.00 
56230	$177.45		100.00 
56231	$177.45		100.00 
56232	$177.45		100.00 
56233	$240.00		100.00 
56234	$351.40		100.00 
56235	$122.45		100.00 
56236	$177.45		100.00 
56237	$240.00		100.00 
56238	$351.40		100.00 
56239	$122.45		100.00 
56240	$177.45		100.00 
56259	$164.80		100.00 
56301	$295.00		100.00 
56307	$400.00		100.00 
56341	$149.45		100.00 
56347	$202.00		100.00 
56401	$250.00		100.00 
56407	$360.00		100.00 
56409	$250.00		100.00 
56412	$360.00		100.00 
56441	$126.80		100.00 
56447	$181.50		100.00 
56449	$126.80		100.00 
56452	$181.50		100.00 
56501	$385.00		100.00 
56507	$480.05		100.00 
56541	$193.15		100.00 
56547	$243.75		100.00 
56552	$600.00		100.00 
56554	$600.00		100.00 
56619	$220.00		100.00 
56625	$334.65		100.00 
56659	$112.10		100.00 
56665	$167.40		100.00 
56801	$466.55		100.00 
56807	$560.00		100.00 
56841	$233.35		100.00 
56847	$283.85		100.00 
57001	$466.65		100.00 
57007	$567.75		100.00 
57041	$233.40		100.00 
57047	$283.90		100.00 
57201	$155.20		100.00 
57247	$77.55		100.00 
57341	$470.00		100.00 
57345	$241.60		100.00 
57350	$510.00		100.00 
57351	$510.00		100.00 
57355	$264.15		100.00 
57356	$264.15		100.00 
57360	$700.00		100.00 
57361	$350.00		100.00 
57362	$113.15		100.00 
57363	$56.60		100.00 
57506	$29.75		100.00 
57509	$39.75		100.00 
57512	$40.50		100.00 
57515	$54.00		100.00 
57518	$32.50		100.00 
57521	$43.40		100.00 
57524	$49.40		100.00 
57527	$65.75		100.00 
57529	$14.90		100.00 
57530	$19.90		100.00 
57532	$20.25		100.00 
57533	$27.00		100.00 
57535	$16.25		100.00 
57536	$21.70		100.00 
57538	$24.70		100.00 
57539	$32.90		100.00 
57700	$40.50		100.00 
57702	$20.25		100.00 
57703	$54.00		100.00 
57705	$27.00		100.00 
57706	$32.50		100.00 
57708	$16.25		100.00 
57709	$43.40		100.00 
57711	$21.70		100.00 
57712	$47.15		100.00 
57714	$23.60		100.00 
57715	$60.90		100.00 
57717	$30.45		100.00 
57721	$99.25		100.00 
57723	$49.65		100.00 
57901	$64.50		100.00 
57902	$64.50		100.00 
57903	$47.30		100.00 
57906	$64.50		100.00 
57909	$64.50		100.00 
57911	$32.25		100.00 
57912	$47.15		100.00 
57914	$32.25		100.00 
57915	$47.15		100.00 
57917	$23.65		100.00 
57918	$47.15		100.00 
57920	$32.25		100.00 
57921	$47.15		100.00 
57923	$32.25		100.00 
57924	$47.15		100.00 
57926	$23.60		100.00 
57927	$49.65		100.00 
57929	$23.60		100.00 
57930	$32.90		100.00 
57932	$23.60		100.00 
57933	$78.25		100.00 
57935	$23.60		100.00 
57938	$23.60		100.00 
57939	$64.50		100.00 
57941	$24.85		100.00 
57942	$49.65		100.00 
57944	$16.45		100.00 
57945	$43.40		100.00 
57947	$39.15		100.00 
57950	$32.25		100.00 
57953	$24.85		100.00 
57956	$21.70		100.00 
57959	$23.70		100.00 
57960	$47.40		100.00 
57962	$23.70		100.00 
57963	$47.40		100.00 
57965	$23.70		100.00 
57966	$47.40		100.00 
57968	$23.70		100.00 
57969	$47.40		100.00 
58100	$67.15		100.00 
58102	$33.60		100.00 
58103	$55.10		100.00 
58105	$27.55		100.00 
58106	$77.00		100.00 
58108	$110.00		100.00 
58109	$47.00		100.00 
58111	$38.50		100.00 
58112	$97.25		100.00 
58114	$55.00		100.00 
58115	$110.00		100.00 
58117	$23.50		100.00 
58120	$110.00		100.00 
58121	$110.00		100.00 
58123	$48.65		100.00 
58124	$55.00		100.00 
58126	$55.00		100.00 
58127	$55.00		100.00 
58300	$40.10		100.00 
58302	$20.05		100.00 
58306	$89.40		100.00 
58308	$44.70		100.00 
58500	$35.35		100.00 
58502	$17.70		100.00 
58503	$47.15		100.00 
58505	$23.60		100.00 
58506	$60.75		100.00 
58508	$30.40		100.00 
58509	$39.75		100.00 
58511	$19.90		100.00 
58521	$43.40		100.00 
58523	$21.70		100.00 
58524	$56.50		100.00 
58526	$28.25		100.00 
58527	$69.40		100.00 
58529	$34.70		100.00 
58700	$46.05		100.00 
58702	$23.05		100.00 
58706	$157.90		100.00 
58708	$78.95		100.00 
58715	$151.55		100.00 
58717	$75.80		100.00 
58718	$126.10		100.00 
58720	$63.05		100.00 
58721	$138.25		100.00 
58723	$69.15		100.00 
58900	$35.70		100.00 
58902	$17.85		100.00 
58903	$47.60		100.00 
58905	$23.80		100.00 
58909	$89.95		100.00 
58911	$45.00		100.00 
58912	$110.25		100.00 
58914	$55.15		100.00 
58915	$78.95		100.00 
58916	$138.50		100.00 
58917	$39.50		100.00 
58920	$69.25		100.00 
58921	$135.25		100.00 
58923	$67.65		100.00 
58924	$84.05		100.00 
58926	$42.05		100.00 
58927	$76.45		100.00 
58929	$38.25		100.00 
58933	$205.60		100.00 
58935	$102.80		100.00 
58936	$195.95		100.00 
58938	$98.00		100.00 
58939	$139.30		100.00 
58941	$69.65		100.00 
59103	$21.30		100.00 
59104	$10.65		100.00 
59300	$89.50		100.00 
59301	$44.75		100.00 
59303	$53.95		100.00 
59304	$27.00		100.00 
59306	$100.30		100.00 
59307	$50.15		100.00 
59309	$200.60		100.00 
59310	$100.30		100.00 
59312	$87.00		100.00 
59313	$43.50		100.00 
59314	$52.50		100.00 
59315	$26.25		100.00 
59318	$47.05		100.00 
59319	$23.55		100.00 
59503	$89.40		100.00 
59504	$44.70		100.00 
59700	$96.55		100.00 
59701	$48.30		100.00 
59703	$75.90		100.00 
59704	$37.95		100.00 
59712	$113.70		100.00 
59713	$56.85		100.00 
59715	$143.55		100.00 
59716	$71.80		100.00 
59718	$134.65		100.00 
59719	$67.35		100.00 
59724	$226.45		100.00 
59725	$113.25		100.00 
59733	$107.70		100.00 
59734	$53.85		100.00 
59736	$62.00		100.00 
59737	$31.00		100.00 
59739	$73.75		100.00 
59740	$36.90		100.00 
59751	$139.15		100.00 
59752	$69.60		100.00 
59754	$219.35		100.00 
59755	$109.70		100.00 
59760	$115.15		100.00 
59761	$57.60		100.00 
59763	$133.90		100.00 
59764	$66.95		100.00 
59903	$114.55		117.90 
59912	$305.20		117.90 
59925	$362.45		117.90 
59970	$168.30		117.20 
59971	$57.30		117.90 
59972	$152.60		117.90 
59973	$181.25		117.90 
59974	$84.20		117.20 
60000	$564.00		105.70 
60001	$282.00		106.80 
60003	$827.10		114.30 
60004	$413.55		106.80 
60006	$1,176.10		107.40 
60007	$588.05		106.80 
60009	$1,376.30		107.60 
60010	$688.15		106.80 
60012	$564.00		106.00 
60013	$282.00		106.80 
60015	$827.10		105.70 
60016	$413.55		106.80 
60018	$1,176.10		105.70 
60019	$588.05		106.80 
60021	$1,376.30		105.70 
60022	$688.15		106.80 
60024	$564.00		107.40 
60025	$282.00		106.80 
60027	$827.10		107.40 
60028	$413.55		106.80 
60030	$1,176.10		107.40 
60031	$588.05		106.80 
60033	$1,376.30		107.10 
60034	$688.15		106.80 
60036	$564.00		105.70 
60037	$282.00		106.80 
60039	$827.10		105.70 
60040	$413.55		106.80 
60042	$1,176.10		105.70 
60043	$588.05		106.80 
60045	$1,376.30		105.70 
60046	$688.15		106.80 
60048	$564.00		105.70 
60049	$282.00		106.80 
60051	$827.10		107.40 
60052	$413.55		106.80 
60054	$1,176.10		107.40 
60055	$588.05		106.80 
60057	$1,376.30		107.40 
60058	$688.15		106.80 
60060	$564.00		105.70 
60061	$282.00		106.80 
60063	$827.10		105.70 
60064	$413.55		106.80 
60066	$1,176.10		107.40 
60067	$588.05		106.80 
60069	$1,376.30		107.40 
60070	$688.15		106.80 
60072	$48.10		106.80 
60073	$24.05		106.60 
60075	$96.10		104.90 
60076	$48.05		106.80 
60078	$144.25		106.90 
60079	$72.15		106.80 
60100	$60.75		100.00 
60101	$30.40		100.00 
60500	$43.40		155.10 
60501	$21.70		154.90 
60503	$29.75		155.00 
60504	$14.90		154.90 
60506	$63.75		154.80 
60507	$31.90		154.90 
60509	$98.90		154.80 
60510	$49.45		154.90 
60918	$47.15		100.00 
60927	$38.05		100.00 
61109	$258.90		154.90 
61110	$129.45		154.90 
61302	$448.85		100.00 
61303	$565.30		100.00 
61306	$709.70		100.00 
61307	$834.90		100.00 
61310	$367.30		100.00 
61313	$303.35		100.00 
61314	$420.00		100.00 
61316	$381.15		100.00 
61317	$492.40		100.00 
61320	$228.90		100.00 
61328	$227.65		100.00 
61340	$253.00		100.00 
61348	$443.35		100.00 
61352	$259.35		100.00 
61353	$386.60		100.00 
61356	$392.80		100.00 
61360	$403.35		100.00 
61361	$461.40		100.00 
61364	$496.95		100.00 
61368	$223.10		100.00 
61369	$2,015.75		100.00 
61372	$223.10		100.00 
61373	$489.70		100.00 
61376	$143.35		100.00 
61381	$574.35		100.00 
61383	$624.95		100.00 
61384	$687.70		100.00 
61386	$332.50		100.00 
61387	$430.75		100.00 
61389	$370.55		100.00 
61390	$409.95		100.00 
61393	$605.50		100.00 
61397	$246.85		100.00 
61401	$162.30		100.00 
61402	$605.05		100.00 
61405	$346.00		100.00 
61409	$873.50		100.00 
61413	$225.95		100.00 
61417	$118.85		100.00 
61421	$479.80		100.00 
61425	$600.70		100.00 
61426	$554.80		100.00 
61429	$543.00		100.00 
61430	$659.45		100.00 
61433	$496.95		100.00 
61434	$615.40		100.00 
61437	$542.75		100.00 
61438	$672.95		100.00 
61441	$489.70		100.00 
61442	$752.35		100.00 
61445	$286.80		100.00 
61446	$333.55		100.00 
61449	$456.20		100.00 
61450	$397.55		100.00 
61453	$514.70		100.00 
61454	$348.10		100.00 
61457	$470.45		100.00 
61458	$396.95		100.00 
61461	$527.85		100.00 
61462	$129.00		100.00 
61465	$265.50		100.00 
61469	$348.10		100.00 
61473	$175.40		100.00 
61480	$386.85		100.00 
61484	$880.85		100.00 
61485	$999.20		100.00 
61495	$223.10		100.00 
61499	$253.00		100.00 
61505	$100.00		100.00 
61523	$953.00		100.00 
61529	$953.00		100.00 
61538	$901.00		100.00 
61541	$953.00		100.00 
61553	$999.00		100.00 
61559	$918.00		100.00 
61565	$953.00		100.00 
61571	$953.00		100.00 
61575	$953.00		100.00 
61577	$953.00		100.00 
61598	$953.00		100.00 
61604	$953.00		100.00 
61610	$953.00		100.00 
61616	$953.00		100.00 
61620	$953.00		100.00 
61622	$953.00		100.00 
61628	$953.00		100.00 
61632	$953.00		100.00 
61640	$999.00		100.00 
61646	$999.00		100.00 
61650	$878.70		100.00 
61651	$224.45		100.00 
61652	$282.65		100.00 
61653	$354.85		100.00 
61654	$417.45		100.00 
61655	$183.65		100.00 
61656	$151.70		100.00 
61657	$210.00		100.00 
61658	$190.60		100.00 
61659	$246.20		100.00 
61660	$114.45		100.00 
61661	$113.85		100.00 
61662	$126.50		100.00 
61663	$221.70		100.00 
61664	$129.70		100.00 
61665	$193.30		100.00 
61666	$196.40		100.00 
61667	$201.70		100.00 
61668	$230.70		100.00 
61669	$248.50		100.00 
61670	$111.55		100.00 
61671	$1,007.90		100.00 
61672	$111.55		100.00 
61673	$244.85		100.00 
61674	$71.70		100.00 
61675	$287.20		100.00 
61676	$312.50		100.00 
61677	$343.85		100.00 
61678	$166.25		100.00 
61679	$215.40		100.00 
61680	$185.30		100.00 
61681	$205.00		100.00 
61682	$302.75		100.00 
61683	$123.45		100.00 
61684	$81.15		100.00 
61685	$302.55		100.00 
61686	$173.00		100.00 
61687	$436.75		100.00 
61688	$113.00		100.00 
61689	$59.45		100.00 
61690	$239.90		100.00 
61691	$300.35		100.00 
61692	$277.40		100.00 
61693	$271.50		100.00 
61694	$329.75		100.00 
61695	$248.50		100.00 
61696	$307.70		100.00 
61697	$271.40		100.00 
61698	$336.50		100.00 
61699	$244.85		100.00 
61700	$376.20		100.00 
61701	$143.40		100.00 
61702	$166.80		100.00 
61703	$228.10		100.00 
61704	$198.80		100.00 
61705	$257.35		100.00 
61706	$174.05		100.00 
61707	$235.25		100.00 
61708	$198.50		100.00 
61709	$263.95		100.00 
61710	$64.50		100.00 
61711	$132.75		100.00 
61712	$174.05		100.00 
61713	$87.70		100.00 
61714	$193.45		100.00 
61715	$440.45		100.00 
61716	$499.60		100.00 
61717	$111.55		100.00 
61718	$126.50		100.00 
61719	$50.00		100.00 
61729	$439.35		100.00 
63001	$403.20		100.00 
63004	$403.20		100.00 
63007	$403.20		100.00 
63010	$336.00		100.00 
63013	$201.60		100.00 
63014	$201.60		100.00 
63016	$201.60		100.00 
63017	$168.00		100.00 
63040	$336.00		100.00 
63043	$358.40		100.00 
63046	$403.20		100.00 
63049	$403.20		100.00 
63052	$403.20		100.00 
63055	$403.20		100.00 
63058	$403.20		100.00 
63061	$403.20		100.00 
63064	$403.20		100.00 
63067	$403.20		100.00 
63070	$403.20		100.00 
